1,0,0,21,9,181,5450,0,0,0,0,0,0
2,0,0,21,9,239,486,0,0,0,0,0,0
3,0,0,21,9,235,1337,0,0,0,0,0,0
4,0,0,21,9,219,1337,0,0,0,0,0,0
5,0,0,21,9,217,2032,0,0,0,0,0,0
6,0,0,21,9,217,2032,0,0,0,0,0,0
7,0,0,21,9,212,1940,0,0,0,0,0,0
8,0,0,21,9,159,4087,0,0,0,0,0,0
9,0,0,21,9,224,3609,0,0,0,0,0,0
10,0,0,21,9,230,2118,0,0,0,0,0,0
11,0,0,21,9,239,304,0,0,0,0,0,0
12,0,0,21,9,240,2164,0,0,0,0,0,0
13,0,0,21,9,233,1861,0,0,0,0,0,0
14,0,0,21,9,220,293,0,0,0,0,0,0
15,0,0,21,9,255,360,0,0,0,0,0,0
16,0,0,21,9,233,293,0,0,0,0,0,0
17,0,0,21,9,305,1211,0,0,0,0,0,0
18,0,0,21,9,264,19076,0,0,0,0,0,0
19,0,0,21,9,323,771,0,0,0,0,0,0
20,0,0,21,9,312,531,0,0,0,0,0,0
21,0,0,21,9,311,3508,0,0,0,0,0,0
22,0,0,21,9,358,336,0,0,0,0,0,0
23,0,0,21,9,365,336,0,0,0,0,0,0
24,0,0,21,9,325,2113,0,0,0,0,0,0
25,0,0,21,9,334,1066,0,0,0,0,0,0
26,0,0,21,9,316,293,0,0,0,0,0,0
27,0,0,21,9,323,771,0,0,0,0,0,0
28,0,0,21,9,367,531,0,0,0,0,0,0
29,184,0,58,9,1511,2957,0,0,0,3,0,1
30,305,0,58,9,1735,2766,0,0,0,3,0,1
31,0,2,12,9,1032,0,0,0,0,0,0,5
32,0,2,12,9,1032,0,0,0,0,0,0,5
33,0,2,12,9,1032,0,0,0,0,0,0,5
34,0,2,12,9,1032,0,0,0,0,0,0,5
35,0,2,12,9,1032,0,0,0,0,0,0,5
36,0,2,12,9,1032,0,0,0,0,0,0,5
37,0,2,12,9,1032,0,0,0,0,0,0,5
38,0,2,12,9,1032,0,0,0,0,0,0,5
39,0,2,12,9,1032,0,0,0,0,0,0,5
40,0,2,12,9,1032,0,0,0,0,0,0,5
41,0,2,12,9,1032,0,0,0,0,0,0,5
42,0,2,12,9,1032,0,0,0,0,0,0,5
43,0,2,12,9,1032,0,0,0,0,0,0,5
44,0,2,12,9,1032,0,0,0,0,0,0,5
45,0,2,12,9,1032,0,0,0,0,0,0,5
46,0,2,12,9,520,0,0,0,0,0,0,5
47,0,2,12,9,520,0,0,0,0,0,0,5
48,0,2,12,9,520,0,0,0,0,0,0,5
49,0,2,12,9,520,0,0,0,0,0,0,5
50,0,2,12,9,520,0,0,0,0,0,0,5
51,0,2,12,9,520,0,0,0,0,0,0,5
52,0,2,12,9,520,0,0,0,0,0,0,5
53,0,2,12,9,520,0,0,0,0,0,0,5
54,0,2,12,9,520,0,0,0,0,0,0,5
55,0,2,12,9,520,0,0,0,0,0,0,5
56,0,2,12,9,520,0,0,0,0,0,0,5
57,0,2,12,9,520,0,0,0,0,0,0,5
58,0,0,47,5,0,0,0,0,0,0,0,4
59,0,0,47,5,0,0,0,0,0,0,0,4
60,0,0,47,5,0,0,0,0,0,0,0,4
61,0,0,47,5,0,0,0,0,0,0,0,4
62,0,0,47,5,0,0,0,0,0,0,0,4
63,0,0,47,5,0,0,0,0,0,0,0,4
64,0,0,47,5,0,0,0,0,0,0,0,4
65,0,0,47,5,0,0,0,0,0,0,0,4
66,0,0,47,5,0,0,0,0,0,0,0,4
67,0,0,47,5,0,0,0,0,0,0,0,4
68,0,0,47,5,0,0,0,0,0,0,0,4
69,0,0,47,5,0,0,0,0,0,0,0,4
70,0,0,47,5,0,0,0,0,0,0,0,4
71,0,0,47,5,0,0,0,0,0,0,0,4
72,0,0,47,5,0,0,0,0,0,0,0,4
73,0,0,47,5,0,0,0,0,0,0,0,4
74,0,0,47,5,0,0,0,0,0,0,0,4
75,0,0,47,5,0,0,0,0,0,0,0,4
76,0,0,47,5,0,0,0,0,0,0,0,4
77,0,0,47,5,0,0,0,0,0,0,0,4
78,0,0,47,5,0,0,0,0,0,0,0,4
79,0,0,47,5,0,0,0,0,0,0,0,4
80,0,0,47,5,0,0,0,0,0,0,0,4
81,0,0,47,5,0,0,0,0,0,0,0,4
82,0,0,47,5,0,0,0,0,0,0,0,4
83,0,0,47,5,0,0,0,0,0,0,0,4
84,0,0,47,5,0,0,0,0,0,0,0,4
85,0,0,47,5,0,0,0,0,0,0,0,4
86,0,0,47,5,0,0,0,0,0,0,0,4
87,0,0,47,5,0,0,0,0,0,0,0,4
88,4,0,17,9,832,0,0,0,0,0,0,20
89,5060,0,17,9,5133876,0,0,0,0,3,0,20
90,5056,0,17,9,5135678,0,0,0,0,5,0,20
91,5049,0,17,9,5135678,0,0,0,0,1,0,20
92,5043,0,17,9,5131424,0,0,0,0,4,0,20
93,0,0,17,9,246,0,0,0,0,0,0,20
94,12,0,17,9,7045,0,0,0,0,0,0,20
95,4,0,17,9,832,0,0,0,0,0,0,20
96,0,0,17,9,334,0,0,0,0,0,0,20
97,0,0,17,9,334,0,0,0,0,0,0,20
98,0,0,17,9,334,0,0,0,0,0,0,20
99,0,0,17,9,334,0,0,0,0,0,0,20
